Id,PostTypeId,Score,AcceptedAnswerId
21023,2,15,NULL
21024,2,0,NULL
21025,2,15,NULL
21026,2,1,NULL
21027,1,130,4099033
21029,2,5,NULL
21030,2,2,NULL
21031,2,11,NULL
21032,2,2,NULL
21033,2,0,NULL
21035,2,51,NULL
21036,2,12,NULL
21037,2,0,NULL
21039,2,25,NULL
21042,2,24,NULL
21043,2,5,NULL
21050,2,14,NULL
21052,1,15,21056
21053,2,8,NULL
21054,2,1,NULL
21055,2,1,NULL
21056,2,40,NULL
21057,2,4,NULL
21058,2,2,NULL
21060,1,1,21466
21062,2,6,NULL
21066,2,0,NULL
21074,2,4,NULL
21076,2,0,NULL
21078,1,117,21093
21084,2,4,NULL
21088,2,0,NULL
21091,1,7,96690
21092,2,-4,NULL
21093,2,66,NULL
21096,2,2,NULL
21097,2,0,NULL
21101,2,1,NULL
21102,2,0,NULL
21106,2,35,NULL
21108,2,0,NULL
21112,2,37,NULL
21113,2,36,NULL
21114,2,1,NULL
21115,2,1,NULL
21118,2,10,NULL
21131,2,147,NULL
21133,1,144,21189
21137,1,29,23481
21139,2,4,NULL
21143,2,0,NULL
21145,2,178,NULL
21146,2,1,NULL
21148,2,-1,NULL
21149,2,0,NULL
21152,2,0,NULL
21153,2,2,NULL
21155,2,0,NULL
21158,2,43,NULL
21161,2,0,NULL
21174,1,11,25196
21184,1,15,21389
21189,2,73,NULL
21191,2,7,NULL
21197,2,28,NULL
21203,2,0,NULL
21207,1,30,24499
21210,2,1,NULL
21211,1,0,21214
21212,2,1,NULL
21214,2,1,NULL
21217,2,6,NULL
21218,2,3,NULL
21220,2,0,NULL
21221,2,5,NULL
21225,2,1,NULL
21229,1,1,21414
21232,1,2,NULL
21240,2,-1,NULL
21241,2,1,NULL
21243,1,0,21434
21247,2,3,NULL
21262,1,2,21270
21263,2,2,NULL
21265,1,9,21277
21267,2,1,NULL
21268,2,2,NULL
21269,2,1,NULL
21270,2,5,NULL
21274,1,14,21285
21277,2,6,NULL
21279,2,0,NULL
21280,1,19,21292
21283,2,4,NULL
21285,2,11,NULL
21286,2,9,NULL
21287,2,2,NULL
21288,1,232,21348
21291,2,0,NULL
21292,2,37,NULL
21293,2,0,NULL
21294,1,73,242607
21296,2,15,NULL
21297,2,5,NULL
21298,2,3,NULL
21299,2,3,NULL
21300,2,0,NULL
21302,2,2,NULL
21303,1,30,21322
21304,2,2,NULL
21306,1,0,21368
21307,2,0,NULL
21310,2,3,NULL
21311,2,15,NULL
21312,2,0,NULL
21315,2,0,NULL
21317,2,0,NULL
21318,2,0,NULL
21320,2,2,NULL
21322,2,32,NULL
21323,2,0,NULL
21324,2,2,NULL
21326,2,14,NULL
21327,2,0,NULL
21331,2,5,NULL
21337,2,0,NULL
21344,2,6,NULL
21347,1,0,NULL
21348,2,236,NULL
21353,1,2,21366
21355,1,3,21637
21356,2,1,NULL
21366,2,4,NULL
21368,2,1,NULL
21372,2,2,NULL
21374,2,0,NULL
21375,2,0,NULL
21377,2,2,NULL
21384,2,1,NULL
21385,2,0,NULL
21388,1,23,694735
21389,2,29,NULL
21392,2,1,NULL
21395,2,19,NULL
21399,2,2,NULL
21402,2,2,NULL
21404,1,1,511006
21407,2,1,NULL
21408,2,0,NULL
21411,1,12,NULL
21413,2,5,NULL
21414,2,5,NULL
21417,2,1,NULL
21418,2,5,NULL
21419,2,0,NULL
21421,2,3,NULL
21422,1,2,NULL
21426,2,0,NULL
21427,2,1,NULL
21429,2,1,NULL
21434,2,4,NULL
21436,2,1,NULL
21437,1,4,21440
21438,2,3,NULL
21440,2,29,NULL
21441,2,4,NULL
21442,2,1,NULL
21443,2,1,NULL
21448,1,6,NULL
21449,1,7,NULL
21450,2,9,NULL
21453,2,13,NULL
21454,1,48,NULL
21455,2,0,NULL
21458,2,0,NULL
21459,2,0,NULL
21460,1,8,NULL
21461,1,8,21479
21463,2,11,NULL
21464,1,9,21494
21465,2,1,NULL
21466,2,0,NULL
21467,2,4,NULL
21468,2,58,NULL
21470,2,3,NULL
21471,2,2,NULL
21472,2,3,NULL
21474,2,2,NULL
21476,2,13,NULL
21479,2,4,NULL
21481,2,2,NULL
21489,1,7,21545
21491,2,3,NULL
21492,2,0,NULL
21494,2,2,NULL
21500,2,6,NULL
21502,2,0,NULL
21505,2,0,NULL
21510,2,1,NULL
21513,2,2,NULL
21514,1,5,21546
21515,2,0,NULL
21524,2,27,NULL
21527,2,1,NULL
21531,2,1,NULL
21532,2,2,NULL
21534,2,0,NULL
21537,2,3,NULL
21543,2,0,NULL
21545,2,2,NULL
21546,2,1,NULL
21547,1,47,317864
21550,2,1,NULL
21551,2,24,NULL
21553,2,2,NULL
21554,2,1,NULL
21555,2,2,NULL
21557,2,3,NULL
21558,1,159,21607
21560,1,2,21967
21561,2,1,NULL
21564,1,83,21620
21574,1,91,21621
21583,1,31,21603
21584,2,1,NULL
21589,1,4,66513
21590,2,2,NULL
21593,1,616,NULL
21594,2,312,NULL
21598,2,0,NULL
21599,2,1,NULL
21602,2,16,NULL
21603,2,24,NULL
21606,2,11,NULL
21607,2,253,NULL
21608,2,5,NULL
21609,2,1,NULL
21611,2,-1,NULL
21612,2,7,NULL
21613,2,1,NULL
21614,2,2,NULL
21616,2,0,NULL
21619,2,4,NULL
21620,2,86,NULL
21621,2,149,NULL
21624,2,1,NULL
21625,2,1,NULL
21629,2,5,NULL
21635,1,3,21726
21636,2,1,NULL
21637,2,7,NULL
21640,1,76,22361
21641,2,9,NULL
21642,2,5,NULL
21644,2,0,NULL
21646,2,0,NULL
21647,1,58,21656
21650,2,4,NULL
21651,1,5,24919
21652,1,9,138532
21653,2,16,NULL
21656,2,69,NULL
21663,2,0,NULL
21666,2,14,NULL
21667,2,1,NULL
21668,2,7,NULL
21669,1,9,21702
21673,2,1,NULL
21675,2,1,NULL
21678,2,10,NULL
21693,2,10,NULL
21697,1,13,22043
21698,1,1,NULL
21702,2,11,NULL
21715,1,43,21786
21716,2,2,NULL
21720,2,2,NULL
21722,2,4,NULL
21724,2,2,NULL
21725,1,152,30699
21726,2,4,NULL
21727,2,0,NULL
21730,2,9,NULL
21731,2,3,NULL
21732,2,57,NULL
21733,2,14,NULL
21738,1,1,201513
21743,2,2,NULL
21749,1,4,21978
21752,2,15,NULL
21753,1,0,22073
21762,2,1,NULL
21765,2,25,NULL
21766,1,11,21818
21768,2,2,NULL
21773,2,2,NULL
21775,2,1,NULL
21777,2,1,NULL
21778,2,709,NULL
21784,2,2,NULL
21786,2,46,NULL
21787,2,12,NULL
21790,2,16,NULL
21792,2,16,NULL
21793,2,4,NULL
21800,2,21,NULL
21806,2,1,NULL
21809,2,0,NULL
21817,1,91,22497
21818,2,8,NULL
21819,2,5,NULL
21823,2,14,NULL
21825,2,0,NULL
21826,2,31,NULL
21828,2,0,NULL
21830,1,25,26398
21832,2,0,NULL
21837,2,2,NULL
21841,2,1,NULL
21843,2,3,NULL
21845,2,-1,NULL
21848,1,90,21932
21849,2,0,NULL
21850,2,1,NULL
21851,2,0,NULL
21853,2,0,NULL
21857,1,81,21972
21858,2,-2,NULL
21860,2,27,NULL
21861,2,7,NULL
21863,2,6,NULL
21865,2,1,NULL
21866,2,6,NULL
21867,2,1,NULL
21869,1,3,21872
21870,1,28,984076
21871,2,2,NULL
21872,2,3,NULL
21873,2,42,NULL
21875,2,0,NULL
21877,1,13,21887
21879,1,10,21962
21882,2,2,NULL
21883,2,0,NULL
21885,2,9,NULL
21887,2,18,NULL
21889,2,0,NULL
21897,2,6,NULL
21905,2,12,NULL
21907,2,11,NULL
21908,1,25,NULL
21909,2,38,NULL
21910,2,-5,NULL
21912,1,1,21921
21915,2,1,NULL
21916,2,0,NULL
21917,2,-6,NULL
21918,2,1,NULL
21921,2,4,NULL
21922,2,3,NULL
21924,2,4,NULL
21926,2,29,NULL
21927,2,9,NULL
21928,2,1,NULL
21929,2,0,NULL
21932,2,130,NULL
21934,1,29,21964
21937,2,7,NULL
21938,1,18,21950
21942,2,1,NULL
21943,2,0,NULL
21946,2,0,NULL
21947,2,12,NULL
21948,2,1,NULL
21950,2,40,NULL
21955,2,8,NULL
21956,1,3,22256
21958,2,2,NULL
21959,2,5,NULL
21961,1,3,NULL
21962,2,6,NULL
21963,2,1,NULL
21964,2,33,NULL
21965,1,14,21991
21967,2,3,NULL
21968,2,2,NULL
21969,2,3,NULL
21972,2,84,NULL
21973,2,1,NULL
21974,2,0,NULL
21975,2,7,NULL
21978,2,5,NULL
21980,2,0,NULL
21981,2,2,NULL
21982,2,0,NULL
21983,2,3,NULL
21985,2,0,NULL
21987,1,4,23285
21989,2,0,NULL
21990,2,0,NULL
21991,2,11,NULL
21992,1,2,22005
21993,2,1,NULL
21995,2,2,NULL
21997,2,0,NULL
21999,1,10,22793
22000,1,3,22025
22001,1,5,NULL
22002,2,0,NULL
22003,2,8,NULL
22005,2,1,NULL
22010,2,2,NULL
22011,1,2,22044
22012,1,14,22026
22013,2,3,NULL
22014,2,0,NULL
22015,1,21,NULL
22016,2,1,NULL
22018,2,0,NULL
22019,2,2,NULL
22021,2,1,NULL
22022,2,4,NULL
22025,2,10,NULL
22026,2,12,NULL
22028,2,1,NULL
22029,2,1,NULL
22031,2,5,NULL
22033,2,1,NULL
22039,2,1,NULL
22041,2,3,NULL
22042,2,0,NULL
22043,2,11,NULL
22044,2,3,NULL
22045,2,11,NULL
22046,2,0,NULL
22047,2,4,NULL
22048,2,0,NULL
22049,2,0,NULL
22050,2,6,NULL
22052,2,1,NULL
22053,2,0,NULL
22057,2,5,NULL
22058,2,2,NULL
22059,1,4,NULL
22060,2,1,NULL
22066,2,0,NULL
22067,1,5,938672
22068,2,2,NULL
22071,2,0,NULL
22073,2,1,NULL
22074,2,6,NULL
22078,2,4,NULL
22083,2,3,NULL
22084,1,10,22112
22087,2,9,NULL
22089,2,1,NULL
22093,2,1,NULL
22094,2,0,NULL
22096,2,2,NULL
22099,2,0,NULL
22101,2,0,NULL
22102,2,0,NULL
22105,2,0,NULL
22106,1,1,22113
22107,2,0,NULL
22108,2,1,NULL
22109,2,2,NULL
22111,2,2,NULL
22112,2,13,NULL
22113,2,1,NULL
22114,2,11,NULL
22115,1,48,22133
22118,2,0,NULL
22124,2,0,NULL
22126,2,3,NULL
22132,2,1,NULL
22133,2,16,NULL
22134,2,2,NULL
22135,1,5,NULL
22139,2,1,NULL
22140,1,1,NULL
22142,2,4,NULL
22145,1,10,22170
22146,2,1,NULL
22149,1,21,522827
22156,1,1,22174
22157,2,0,NULL
22163,2,3,NULL
22164,2,2,NULL
22165,1,5,22220
22167,2,1,NULL
22168,2,-1,NULL
22169,2,6,NULL
22170,2,7,NULL
22171,2,0,NULL
22173,2,2,NULL
22174,2,0,NULL
22176,2,3,NULL
22177,2,1,NULL
22181,1,3,26103
22182,2,2,NULL
22185,2,0,NULL
22186,2,0,NULL
22187,1,17,22285
22189,2,0,NULL
22191,2,1,NULL
22192,2,0,NULL
22193,2,0,NULL
22194,2,0,NULL
22195,2,5,NULL
22197,2,6,NULL
22198,2,0,NULL
22199,2,1,NULL
22201,2,1,NULL
22202,2,0,NULL
22203,2,0,NULL
22206,2,-2,NULL
22208,2,8,NULL
22209,2,6,NULL
22210,2,1,NULL
22211,1,2,NULL
22212,1,1,27815
22213,2,0,NULL
22216,2,2,NULL
22217,2,1,NULL
22219,2,11,NULL
22220,2,3,NULL
22221,2,1,NULL
22222,2,0,NULL
22226,2,6,NULL
22228,2,0,NULL
22231,2,6,NULL
22233,2,0,NULL
22234,2,5,NULL
22239,1,18,22262
22244,2,0,NULL
22245,1,9,22364
22251,2,2,NULL
22253,2,15,NULL
22256,2,3,NULL
22257,2,1,NULL
22259,1,8,22403
22262,2,55,NULL
22263,2,0,NULL
22265,1,1,NULL
22266,2,0,NULL
22267,2,0,NULL
22269,1,2,NULL
22270,2,0,NULL
22271,2,0,NULL
22272,2,1,NULL
22273,2,0,NULL
22278,1,3,NULL
22279,2,2,NULL
22280,2,0,NULL
22282,2,3,NULL
22284,2,2,NULL
22285,2,6,NULL
22287,2,1,NULL
22290,2,1,NULL
22292,2,2,NULL
22293,2,0,NULL
22297,2,1,NULL
22298,2,2,NULL
22300,2,5,NULL
22303,2,1,NULL
22304,2,3,NULL
22306,1,0,NULL
22309,1,2,28847
22310,2,2,NULL
22311,2,0,NULL
22318,1,0,429683
22319,1,2,22693
22321,1,4,160441
22322,1,15,479664
22324,2,3,NULL
22325,2,1,NULL
22326,1,10,27425
22328,2,2,NULL
22330,2,2,NULL
22333,2,3,NULL
22334,2,0,NULL
22335,2,-3,NULL
22338,1,8,NULL
22339,2,0,NULL
22340,1,8,204036
22344,2,0,NULL
22346,1,4,22377
22347,2,1,NULL
22350,2,0,NULL
22351,2,0,NULL
22354,1,1,NULL
22355,2,24,NULL
22356,1,58,22397
22358,1,574,NULL
22359,2,0,NULL
22361,2,62,NULL
22364,2,18,NULL
22368,2,0,NULL
22369,2,4,NULL
22370,2,0,NULL
22376,2,2,NULL
22377,2,3,NULL
22379,1,2,22399
22384,2,0,NULL
22387,2,8,NULL
22389,2,0,NULL
22392,2,1,NULL
22395,2,1,NULL
22396,2,22,NULL
22397,2,16,NULL
22398,2,22,NULL
22399,2,4,NULL
22400,2,0,NULL
22401,1,23,22407
22402,2,4,NULL
22403,2,20,NULL
22404,2,0,NULL
22405,2,4,NULL
22407,2,24,NULL
22409,1,7,848533
22410,2,3,NULL
22412,2,3,NULL
22413,2,2,NULL
22414,2,3,NULL
22415,2,0,NULL
22416,2,1,NULL
22417,1,0,22448
22418,2,11,NULL
22420,2,3,NULL
22421,2,1,NULL
22424,2,0,NULL
22425,2,4,NULL
22426,2,0,NULL
22427,2,0,NULL
22428,2,1,NULL
22429,1,4,22437
22430,2,0,NULL
22431,1,1,22745
22435,2,1,NULL
22437,2,1,NULL
22438,2,1,NULL
22440,2,1,NULL
22441,2,4,NULL
22442,2,1,NULL
22443,2,0,NULL
22444,1,7,22449
22446,2,1,NULL
22447,2,1,NULL
22448,2,2,NULL
22449,2,16,NULL
22451,2,3,NULL
22455,2,8,NULL
22456,2,5,NULL
22457,2,3,NULL
22459,1,4,22473
22461,2,0,NULL
22464,2,0,NULL
22465,1,1,158640
22466,1,17,22613
22467,2,0,NULL
22469,1,42,27771
22470,2,2,NULL
22473,2,21,NULL
22474,1,1,22476
22475,2,3,NULL
22476,2,1,NULL
22478,2,0,NULL
22480,2,1,NULL
22481,2,6,NULL
22482,2,8,NULL
22485,2,6,NULL
22486,2,4,NULL
22487,2,0,NULL
22488,2,3,NULL
22489,2,0,NULL
22493,1,3,NULL
22494,2,0,NULL
22495,2,0,NULL
22496,2,0,NULL
22497,2,52,NULL
22499,1,0,22511
22500,1,24,22547
22503,1,3,NULL
22504,2,1,NULL
22509,1,8,22585
22510,2,0,NULL
22511,2,2,NULL
22512,2,6,NULL
22516,2,6,NULL
22519,1,2,49821
22524,1,6,23004
22525,2,3,NULL
22526,2,0,NULL
22528,1,7,22587
22532,2,1,NULL
22535,2,35,NULL
22537,2,0,NULL
22538,1,2,22575
22543,2,2,NULL
22547,2,18,NULL
22551,2,0,NULL
22552,1,1,22572
22556,1,3,NULL
22559,2,0,NULL
22561,2,0,NULL
22563,2,0,NULL
22566,1,16,22573
22567,2,2,NULL
22569,2,0,NULL
22570,1,6,22592
22571,2,0,NULL
22572,2,5,NULL
22573,2,25,NULL
22574,2,1,NULL
22575,2,2,NULL
22577,1,-2,22637
22578,2,0,NULL
22579,2,2,NULL
22580,2,0,NULL
22582,2,1,NULL
22584,2,2,NULL
22585,2,5,NULL
22586,2,3,NULL
22587,2,12,NULL
22588,2,7,NULL
22589,2,2,NULL
22590,1,4,22653
22591,2,6,NULL
22592,2,23,NULL
22593,2,1,NULL
22594,2,4,NULL
22595,2,1,NULL
22596,2,0,NULL
22598,1,2,22627
22600,2,1,NULL
22604,2,8,NULL
22605,2,0,NULL
22607,1,8,22666
22609,2,2,NULL
22613,2,37,NULL
22614,2,0,NULL
22615,2,2,NULL
22617,1,47,22624
22622,2,7,NULL
22623,1,138,22628
22624,2,82,NULL
22627,2,2,NULL
22628,2,139,NULL
22630,2,2,NULL
22632,2,0,NULL
22633,2,0,NULL
22635,2,1,NULL
22637,2,1,NULL
22638,2,5,NULL
22639,2,12,NULL
22640,2,7,NULL
22641,2,0,NULL
22643,2,0,NULL
22646,2,0,NULL
22648,2,10,NULL
22649,2,64,NULL
22650,2,-1,NULL
22651,2,0,NULL
22652,2,6,NULL
22653,2,1,NULL
22654,2,1,NULL
22655,2,3,NULL
22656,2,0,NULL
22658,2,8,NULL
22660,2,1,NULL
22662,2,0,NULL
22663,2,4,NULL
22666,2,11,NULL
22669,2,1,NULL
22670,2,0,NULL
22673,2,1,NULL
22674,1,11,22731
22675,2,5,NULL
22676,1,274,22682
22677,2,10,NULL
22678,2,1,NULL
22680,2,0,NULL
22681,2,3,NULL
22682,2,179,NULL
22684,2,5,NULL
22686,2,5,NULL
22687,1,1,22702
22688,2,0,NULL
22689,2,2,NULL
22690,2,1,NULL
22691,2,18,NULL
22692,2,2,NULL
22693,2,0,NULL
22694,1,3,250676
22695,2,0,NULL
22696,1,0,NULL
22697,1,307,23048
22699,2,19,NULL
22700,2,7,NULL
22702,2,1,NULL
22703,2,1,NULL
22704,1,2,22722
22705,2,0,NULL
22706,2,1,NULL
22708,1,20,22715
22709,2,1,NULL
22711,2,0,NULL
22714,2,1,NULL
22715,2,24,NULL
22716,2,0,NULL
22717,2,0,NULL
22718,2,4,NULL
22719,2,-1,NULL
22720,1,3,22803
22721,2,83,NULL
22722,2,6,NULL
22723,2,7,NULL
22724,2,0,NULL
22730,2,0,NULL
22731,2,20,NULL
22732,1,21,22770
22733,2,204,NULL
22737,2,2,NULL
22738,2,4,NULL
22739,2,1,NULL
22741,2,1,NULL
22745,2,2,NULL
22746,2,0,NULL
22749,2,0,NULL
22751,2,0,NULL
22754,2,1,NULL
22755,2,10,NULL
22759,2,0,NULL
22761,2,0,NULL
22762,2,9,NULL
22764,1,5,1434830
22765,2,1,NULL
22766,2,1,NULL
22768,2,1,NULL
22770,2,30,NULL
22775,2,1,NULL
22776,2,528,NULL
22779,1,3,22800
22784,2,1,NULL
22785,2,0,NULL
22786,2,0,NULL
22790,2,6,NULL
22792,1,38,546633
22793,2,3,NULL
22796,2,7,NULL
22797,2,0,NULL
22798,1,4,4788050
22799,2,1,NULL
22800,2,4,NULL
22801,1,5,23835
22802,2,2,NULL
22803,2,0,NULL
22804,2,140,NULL
22806,2,0,NULL
22807,1,1,NULL
22809,2,-1,NULL
22810,2,0,NULL
22811,2,0,NULL
22812,2,0,NULL
22813,2,0,NULL
22814,1,38,22819
22816,1,17,43112
22817,2,1,NULL
22818,1,14,NULL
22819,2,25,NULL
22820,2,0,NULL
22821,2,2,NULL
22822,2,0,NULL
22823,2,5,NULL
22824,2,1,NULL
22825,2,6,NULL
22829,2,0,NULL
22830,2,0,NULL
22831,2,2,NULL
22832,2,1,NULL
22833,2,5,NULL
22835,2,1,NULL
22836,1,78,22896
22838,2,1,NULL
22839,2,-1,NULL
22842,2,7,NULL
22843,2,3,NULL
22844,2,0,NULL
22845,2,1,NULL
22846,2,-3,NULL
22847,2,1,NULL
22851,2,1,NULL
22854,2,1,NULL
22855,2,1,NULL
22856,2,1,NULL
22869,1,2,22966
22873,1,249,NULL
22879,1,6,22908
22880,1,65,22913
22887,2,0,NULL
22891,2,1,NULL
22892,2,5,NULL
22896,2,111,NULL
22897,2,1,NULL
22899,2,0,NULL
22900,2,0,NULL
22901,1,7,23145
22903,1,6,22911
22904,2,0,NULL
22907,1,23,22970
22908,2,5,NULL
22909,1,10,22930
22910,2,19,NULL
22911,2,5,NULL
22912,2,5,NULL
22913,2,60,NULL
22914,2,1,NULL
22915,2,7,NULL
22916,2,2,NULL
22917,2,1,NULL
22918,2,2,NULL
22919,2,0,NULL
22920,2,1,NULL
22921,2,1,NULL
22922,2,0,NULL
22923,2,2,NULL
22926,2,0,NULL
22929,2,1,NULL
22930,2,1,NULL
22931,2,33,NULL
22932,2,0,NULL
22934,2,2,NULL
22935,1,3,22948
22940,2,20,NULL
22943,1,2,23038
22946,2,3,NULL
22948,2,1,NULL
22951,2,1,NULL
22952,2,1,NULL
22955,2,0,NULL
22959,2,0,NULL
22962,2,0,NULL
22965,2,0,NULL
22966,2,6,NULL
22968,1,3,23148
22969,2,2,NULL
22970,2,53,NULL
22975,2,1,NULL
22976,1,6,23089
22978,2,1,NULL
22979,1,5,22991
22980,1,6,23137
22981,1,0,22992
22986,2,9,NULL
22988,1,3,23007
22989,2,0,NULL
22990,2,6,NULL
22991,2,4,NULL
22992,2,2,NULL
22996,2,1,NULL
22998,2,2,NULL
23000,2,3,NULL
23001,1,1,23069
23003,2,0,NULL
23004,2,5,NULL
23006,2,2,NULL
23007,2,6,NULL
23008,2,4,NULL
23009,2,2,NULL
23010,2,2,NULL
23011,2,2,NULL
23012,2,1,NULL
23016,1,5,23220
23017,2,1,NULL
23019,2,0,NULL
23022,2,2,NULL
23024,2,1,NULL
23027,1,8,23060
23031,1,4,23040
23032,2,2,NULL
23033,2,1,NULL
23034,2,1,NULL
23037,2,0,NULL
23038,2,4,NULL
23039,2,2,NULL
23040,2,6,NULL
23041,2,0,NULL
23044,2,0,NULL
23046,2,1,NULL
23048,2,251,NULL
23050,2,1,NULL
23051,2,0,NULL
23052,2,0,NULL
23055,2,1,NULL
23056,2,2,NULL
23058,2,5,NULL
23059,2,0,NULL
23060,2,3,NULL
23063,1,16,23489
23064,1,3,23067
23065,2,0,NULL
23067,2,4,NULL
23068,2,1,NULL
23069,2,2,NULL
23070,2,0,NULL
23071,2,4,NULL
23072,2,1,NULL
23073,2,1,NULL
23074,2,0,NULL
23076,2,5,NULL
23078,1,3,NULL
23079,2,2,NULL
23080,2,2,NULL
23082,1,9,23676
23083,1,19,23101
23085,2,2,NULL
23088,2,-2,NULL
23089,2,9,NULL
23091,1,4,NULL
23093,2,9,NULL
23094,1,5,24334
23095,2,4,NULL
23096,2,0,NULL
23097,2,5,NULL
23098,1,12,NULL
23101,2,25,NULL
23102,1,46,23206
23103,2,5,NULL
23104,2,0,NULL
23105,2,0,NULL
23106,1,6,23300
23107,2,4,NULL
23108,2,5,NULL
23109,2,3,NULL
23110,2,27,NULL
23111,2,0,NULL
23112,2,0,NULL
23116,2,10,NULL
23118,2,0,NULL
23119,2,0,NULL
23120,2,1,NULL
23121,2,3,NULL
23122,2,1,NULL
23123,2,3,NULL
23124,1,1,23227
23125,2,-3,NULL
23126,2,-1,NULL
23127,2,1,NULL
23128,2,0,NULL
23130,2,0,NULL
23131,2,3,NULL
23135,2,3,NULL
23136,2,0,NULL
23137,2,10,NULL
23138,2,2,NULL
23139,2,3,NULL
23140,2,0,NULL
23141,2,18,NULL
23143,2,1,NULL
23145,2,3,NULL
23148,2,1,NULL
23151,2,3,NULL
23152,2,1,NULL
23153,2,4,NULL
23157,2,1,NULL
23158,2,0,NULL
23162,2,3,NULL
23164,2,1,NULL
23166,1,41,23179
23168,2,1,NULL
23169,1,3,NULL
23174,2,0,NULL
23175,1,1,NULL
23176,1,5,23181
23177,2,2,NULL
23178,1,1,23194
23179,2,25,NULL
23181,2,1,NULL
23182,2,0,NULL
23183,2,1,NULL
23184,2,3,NULL
23185,2,1,NULL
23187,2,2,NULL
23188,2,0,NULL
23190,1,3,25002
23192,2,0,NULL
23193,2,11,NULL
23194,2,7,NULL
23196,2,0,NULL
23197,1,6,NULL
23198,2,0,NULL
23199,2,1,NULL
23201,2,0,NULL
23202,2,1,NULL
23203,2,3,NULL
23205,1,2,NULL
23206,2,25,NULL
23207,2,5,NULL
23208,2,7,NULL
23209,1,0,26180
23210,2,0,NULL
23212,2,5,NULL
23213,2,1,NULL
23214,2,0,NULL
23216,1,3,23229
23217,1,13,23222
23219,2,1,NULL
23220,2,4,NULL
23222,2,15,NULL
23223,2,3,NULL
23224,2,1,NULL
23225,2,0,NULL
23226,2,0,NULL
23227,2,2,NULL
23228,1,36,24143
23229,2,5,NULL
23232,2,5,NULL
23234,2,5,NULL
23235,2,0,NULL
23236,2,4,NULL
23237,2,1,NULL
23239,2,0,NULL
23240,2,1,NULL
23241,2,3,NULL
23242,2,4,NULL
23243,2,2,NULL
23244,2,12,NULL
23246,2,0,NULL
23248,2,1,NULL
23250,1,125,23502
23253,2,-1,NULL
23255,2,2,NULL
23256,2,43,NULL
23257,2,12,NULL
23258,2,4,NULL
23259,2,1,NULL
23260,2,2,NULL
23264,2,73,NULL
23267,2,10,NULL
23268,2,5,NULL
23269,2,3,NULL
23270,1,4,36667
23271,2,2,NULL
23272,2,-3,NULL
23273,2,3,NULL
23274,2,4,NULL
23275,2,0,NULL
23276,2,-2,NULL
23277,1,86,23290
23278,2,1,NULL
23279,2,0,NULL
23281,2,5,NULL
23282,2,2,NULL
23285,2,4,NULL
23286,2,23,NULL
23287,1,81,242189
23288,1,25,23292
23290,2,55,NULL
23292,2,23,NULL
23294,2,4,NULL
23295,2,11,NULL
23297,2,1,NULL
23300,2,5,NULL
23306,2,26,NULL
23307,2,0,NULL
23308,2,3,NULL
23310,1,5,23353
23312,2,2,NULL
23314,2,0,NULL
23316,2,0,NULL
23319,1,6,23634
23321,2,8,NULL
23322,2,0,NULL
23323,2,-5,NULL
23324,2,9,NULL
23327,2,4,NULL
23328,2,4,NULL
23329,2,5,NULL
23330,2,0,NULL
23331,2,1,NULL
23333,2,-2,NULL
23334,2,2,NULL
23335,2,15,NULL
23336,2,4,NULL
23339,2,5,NULL
23340,2,19,NULL
23342,2,1,NULL
23344,2,0,NULL
23348,2,2,NULL
23353,2,23,NULL
23359,2,0,NULL
23365,2,0,NULL
23367,2,0,NULL
23368,2,0,NULL
23370,1,1,NULL
23371,2,0,NULL
23372,1,0,NULL
23373,1,8,23406
23375,1,6,23555
23376,1,0,NULL
23382,1,4,23441
23385,2,3,NULL
23386,2,2,NULL
23387,2,2,NULL
23389,2,3,NULL
23391,1,7,23505
23392,2,1,NULL
23393,2,0,NULL
23395,2,1,NULL
23396,2,1,NULL
23397,1,18,NULL
23398,2,0,NULL
23399,1,0,23432
23402,1,7,23417
23403,2,2,NULL
23405,2,0,NULL
23406,2,21,NULL
23408,2,0,NULL
23412,2,1,NULL
23413,2,1,NULL
23414,2,0,NULL
23415,2,1,NULL
23416,2,0,NULL
23417,2,6,NULL
23419,2,1,NULL
23420,2,1,NULL
23422,2,4,NULL
23423,2,1,NULL
23425,2,1,NULL
23426,2,9,NULL
23430,2,2,NULL
23431,2,1,NULL
23432,2,4,NULL
23433,2,1,NULL
23435,2,133,NULL
23436,2,0,NULL
23439,1,1,25899
23441,2,3,NULL
23442,2,2,NULL
23445,1,31,NULL
23446,1,10,23473
23448,1,6,24167
23452,2,0,NULL
23456,2,0,NULL
23457,2,0,NULL
23460,2,0,NULL
23463,2,1,NULL
23466,2,0,NULL
23468,2,1,NULL
23469,2,-1,NULL
23472,1,1,23533
23473,2,6,NULL
23474,2,1,NULL
23475,2,71,NULL
23477,2,0,NULL
23478,2,4,NULL
23479,2,1,NULL
23480,2,0,NULL
23481,2,18,NULL
23483,2,0,NULL
23488,2,4,NULL
23489,2,8,NULL
23490,1,42,23658
23491,2,0,NULL
23493,2,3,NULL
23496,2,15,NULL
23499,2,2,NULL
23502,2,117,NULL
23503,1,0,23628
23504,2,5,NULL
23505,2,3,NULL
23507,2,1,NULL
23508,2,1,NULL
23510,2,2,NULL
23511,1,3,5009525
23513,2,3,NULL
23514,2,9,NULL
23516,2,2,NULL
23520,2,4,NULL
23523,2,3,NULL
23526,2,3,NULL
23531,2,11,NULL
23533,2,2,NULL
23534,2,0,NULL
